-20,-11,-15,-6,-3,0,11,19
4,16,-4,8,-22,-7,-4,3
-39,-9,33,2,-1,-1,-6,-16
6,5,22,36,13,4,1,-8
3,-12,-37,-22,-2,-1,-11,1
12,6,-5,14,14,-2,7,6
4,-5,22,24,-5,10,10,7
-8,0,-53,-18,8,-2,-4,7
-5,-25,-12,-31,-9,-1,12,6
27,8,13,11,-10,-1,-3,14
32,26,-38,2,10,-4,-6,-17
-11,-14,-6,-7,-16,-4,-2,9
2,-6,-11,8,-2,-6,-6,-1
-3,-2,-22,-18,-8,-3,-1,-6
-23,-3,10,-13,6,4,4,6
23,-3,-19,13,14,-1,0,0
24,19,43,24,-15,-1,-6,1
-49,15,-1,-20,-1,-1,-5,-4
17,-33,24,-7,9,0,14,-22
5,16,-45,-7,-1,-2,-10,14
